PC1,PC2,cluster,label
-2.544096480247889,2.8491800884998724,2,1
6.686209900665939,1.5081343445047073,1,0
-3.4326910338883723,1.175648739038629,2,1
-0.6073802688598198,-0.8973056122011441,0,4
7.575854369284365,1.8345557928918528,1,0
1.8411518437036547,-0.7807356638777244,1,0
-2.6536430672716738,-1.7666294537388902,0,7
-0.4562594330228049,0.2055587930663143,3,3
1.248894825663747,-0.6596514717532452,3,5
1.1342596867200432,3.1402103820985245,3,3
0.9512284580999391,-1.8688445591534415,0,8
-1.2384204385320057,-1.5593626362347341,0,9
-3.7193281376728224,1.4808168672171256,2,1
-0.1392387494824104,1.1149531272645041,3,3
1.9214054845945598,2.6251152615353432,3,3
-3.74645542407005,1.2289031940574149,2,1
-0.06719424472628295,2.637655755837475,3,2
3.8773381480822064,0.6715511616883929,1,0
-2.4819727860069887,-1.356894345227856,0,7
3.7943907395544696,1.9102306095241086,1,5
-0.9402981847977118,0.8049520094036293,3,8
0.8445384551890533,0.36448352294016056,3,6
-0.14031367473073936,5.011559810701738,3,2
5.167661432311583,1.2176428506778731,1,0
-1.2552729201658477,2.220723885705138,2,2
0.9204257553794934,3.1901186389813536,3,3
0.19596213550205105,-1.4204958944172081,0,6
-2.41425745103107,0.03251284431869726,2,9
-1.9240065941365403,-2.946518534395913,0,9
-0.2443858784053958,-3.786859385557463,0,7
-1.2995477526193306,0.6132791103487412,2,8
-0.547928897379163,-2.0399851470004133,0,9
1.6947502964098817,-2.336922737231525,0,4
-0.5596532768756447,-3.623923998194063,0,9
-1.0200395803437141,-1.25378618504419,0,2
-2.5131761033343416,0.859685773963284,2,1
-1.1241177033432999,0.9673575096831225,2,3
-3.3778223720583425,2.5879083801563323,2,1
-3.56856567377632,2.7191912795640945,2,1
-0.7541749964587299,-3.24067562392526,0,4
-0.5461234411140007,0.5209052695322649,3,9
-3.4795266425221603,1.8332739169852996,2,1
1.2081628000629216,-2.779751379596255,0,4
0.5480801952948782,-1.9262553155256816,0,4
-1.5302044446477268,0.20725816288957624,2,2
0.46840353953607317,0.2297073642502062,3,6
-1.0863146881511603,1.2502871019268718,3,3
-1.820855009611809,-2.447499873594,0,7
-1.7623995644906005,-1.1903576494449821,0,7
0.9403621376478051,-4.166767656412538,0,4
-1.9024857129890098,-1.8092783872169602,0,7
3.3304530584441228,2.435820322275372,1,5
-3.522785481268306,1.718474752801022,2,1
-0.4024466066508574,-1.501296645544513,0,9
5.969643690078513,1.6212937534443839,1,0
-2.30140367511528,-0.30421076528493907,2,2
-1.8087542554342972,1.5724139974329998,2,2
0.5461597406166915,1.5993379242748456,3,3
-2.2027622083789846,-1.6067725887310724,0,9
-3.6486962172200443,1.9450295412402931,2,1
-1.2965727399477966,1.1304043271278412,2,1
-1.8751054769490825,1.1085364487777103,2,1
0.6301363826329957,-3.356617747860148,0,5
3.513472917062263,-0.579247586001797,1,0
2.5400114412589954,-1.1949615175149317,1,6
-1.5450757034157618,2.331217683546002,2,3
0.37667297674260186,-3.432396755342779,0,4
0.1562603264879429,0.1426544710738917,3,8
-3.4054179142948198,3.241685078974703,2,1
0.192327719185688,0.9260311948056584,3,0
0.10265949881400935,1.451401038499037,3,3
-2.563120136987997,-1.500158220488249,0,9
1.9581150904623883,-0.14372797211230154,1,6
4.371340194038231,2.2223073377405504,1,2
-2.1153853497369486,1.9074584613343293,2,6
-0.912858938120064,-2.712882317454627,0,4
-1.6389379835572906,-2.8721933194783387,0,7
-3.2374232170837343,1.1376357084348074,2,1
1.0095397500540635,-4.010420255691382,0,4
-3.8836403179385446,2.2189410967804686,2,1
-2.271778953941793,0.5893829890464903,2,5
0.15774185701617244,-2.8123884719139722,0,4
-0.788965497821784,1.2263845895466308,3,8
-1.5240383025409618,-2.1162020099384216,0,9
-1.0361465174811406,1.700856348366384,3,2
-2.3154068707001625,-0.12485080387704617,2,9
-1.5348668543015866,-3.0809389448690707,0,9
-0.8579029460137013,0.8647584824748112,3,8
-0.10128844541066191,-3.3303651679273876,0,9
0.37623617877848414,-1.9176661732065456,0,6
0.07433818337841996,1.1384028298998656,3,3
1.7585481235118585,-0.6387140053865472,1,6
-1.92209753446996,-1.7092629794773306,0,4
-1.607097586783951,-0.9045506869092858,0,6
0.5352289573747716,-1.6477528576898255,0,2
-1.3552568374208858,-2.8542572511745647,0,9
-3.787164665852848,1.7748741601166311,2,1
2.6541755239511993,1.744815761717133,1,2
2.8578202293030484,1.4840022561073096,1,0
4.721353199252582,3.2896291490548673,1,5
0.2834753482020337,-3.7589409026630096,0,9
-1.0516773543482456,4.230352909310132,2,2
0.3036448881602523,-3.4532556338025726,0,7
-2.154922456906132,-2.1525711355953954,0,7
1.192776465076234,-0.9785269753856295,0,2
0.3507365035208671,0.24196001172323267,3,8
-1.4408740536521054,0.583936916278855,2,8
1.2499226121378697,1.8363608085923688,3,5
6.028787579755868,-0.9550946812142116,1,0
0.904689859180593,0.19498037000436247,3,6
8.303201447145378,0.2004461238225227,1,0
1.9024313139502915,0.33284969025234584,3,0
-0.24519035911472864,0.40811848377783216,3,2
-1.5809974856734408,-0.7878464028551292,0,9
3.4966559462182527,1.3497376155951382,1,0
0.05980032656876075,-2.1494227544476603,0,4
-0.49163882304860873,-2.681915335759292,0,7
-1.5422792209999039,0.4289246797937848,2,7
-3.3020071794092387,1.633534056294586,2,1
0.4012300217384919,1.1041397385984575,3,5
-0.2680213367778453,-0.862283303652736,0,7
0.2037484024216036,-2.8358786911683245,0,9
0.9962262081091777,-4.077893626949773,0,4
-0.8235864529190641,-1.5970946374861497,0,6
-2.3914262401645012,2.399235671598238,2,1
0.43576709742231784,1.185320302323425,3,5
-2.804973156446717,-1.4956701303927697,0,7
0.7346411718063801,0.06347839392576772,3,6
0.31114954206676243,0.9158171939316883,3,5
2.6794258398079527,1.1299442726208149,1,0
1.924580997621165,-2.148845032787617,0,4
1.2594739223914755,-1.0747495145590835,0,8
-0.33007600914491037,1.1346434253370166,3,7
-0.4350795181033358,0.754808205357938,3,6
-3.336632434487166,2.444042046123096,2,1
-2.825481859820205,1.7928924090919496,2,8
-2.39014800167973,-2.4591204357321264,0,7
-0.426661200728539,2.763742136711741,3,3
0.11738342000185557,-3.7389347906836425,0,7
-0.6846307497909634,0.2555425819168614,3,3
-3.597669136417786,2.019076526794183,2,1
4.957319353343899,-1.0664315144417276,1,0
-1.8393366926957606,2.524723553492108,2,3
-0.852592363472389,-1.5690417832579282,0,4
